Galaxy wrapper id	Total tool usage (usegalaxy.eu)	No. of tool users (2022-2023) (usegalaxy.eu)	Galaxy tool ids	Description	bio.tool id	bio.tool ids	biii	bio.tool name	bio.tool description	EDAM operation	EDAM topic	Status	Source	ToolShed categories	ToolShed id	Galaxy wrapper owner	Galaxy wrapper source	Galaxy wrapper parsed folder	Galaxy wrapper version	Conda id	Conda version	https://usegalaxy.org	https://usegalaxy.org.au	https://usegalaxy.eu	https://usegalaxy.fr	Reviewed	To keep
scpred			scpred_get_feature_space, scpred_get_std_output, scpred_predict_labels, scpred_train_model	De-composed scPred functionality tools, see https://github.com/ebi-gene-expression-group/scpred-cli and r-scPred 1.0								To update		Transcriptomics, RNA, Statistics, Sequence Analysis	suite_scpred	ebi-gxa	https://github.com/ebi-gene-expression-group/container-galaxy-sc-tertiary/	https://github.com/ebi-gene-expression-group/container-galaxy-sc-tertiary/tree/develop/tools/tertiary-analysis/scpred	1.0.2	scpred-cli	0.1.0	(0/4)	(0/4)	(4/4)	(0/4)	True	False
seurat	1543.0	66.0	seurat_convert, seurat_dim_plot, seurat_export_cellbrowser, seurat_filter_cells, seurat_find_clusters, seurat_find_markers, seurat_find_neighbours, seurat_find_variable_genes, seurat_hover_locator, seurat_integration, seurat_map_query, seurat_normalise_data, seurat_plot, seurat_read10x, seurat_run_pca, seurat_run_tsne, seurat_run_umap, seurat_scale_data, seurat_select_integration_features	De-composed Seurat functionality tools, based on https://github.com/ebi-gene-expression-group/r-seurat-scripts and Seurat 2.3.1								Up-to-date	https://github.com/ebi-gene-expression-group/container-galaxy-sc-tertiary/	Transcriptomics, RNA, Statistics, Sequence Analysis	suite_seurat	ebi-gxa		https://github.com/ebi-gene-expression-group/container-galaxy-sc-tertiary/tree/develop/tools/tertiary-analysis/seurat	4.0.0	seurat-scripts	4.0.0	(0/19)	(0/19)	(14/19)	(0/19)	True	False
consolidate_vcfs			consolidate_vcfs	Combines freebayes and mpileup files for use by vcf2snvalignment								Up-to-date	https://snvphyl.readthedocs.io/en/latest/	Sequence Analysis	consolidate_vcfs	nml	https://github.com/phac-nml/snvphyl-galaxy	https://github.com/phac-nml/snvphyl-galaxy/tree/development/tools/snvphyl-tools/consolidate_vcfs	1.8.2	snvphyl-tools	1.8.2	(0/1)	(0/1)	(0/1)	(0/1)	True	False
filter_density			filterdensity	Filter out position based on distance between SNVs								Up-to-date	https://snvphyl.readthedocs.io/en/latest/	Sequence Analysis	filter_density	nml	https://github.com/phac-nml/snvphyl-galaxy	https://github.com/phac-nml/snvphyl-galaxy/tree/development/tools/snvphyl-tools/filter_density	1.8.2	snvphyl-tools	1.8.2	(0/1)	(0/1)	(0/1)	(0/1)	True	False
filter_stats			filterstat	SNVPhyl filter_stats								Up-to-date	https://snvphyl.readthedocs.io/en/latest/	Sequence Analysis	filter_stats	nml	https://github.com/phac-nml/snvphyl-galaxy	https://github.com/phac-nml/snvphyl-galaxy/tree/development/tools/snvphyl-tools/filter_stats	1.8.2	snvphyl-tools	1.8.2	(0/1)	(0/1)	(0/1)	(0/1)	True	False
filter_vcf			filtervcf	SNVPhyl filter_vcf								Up-to-date	https://snvphyl.readthedocs.io/en/latest/	Sequence Analysis	filter_vcf	nml	https://github.com/phac-nml/snvphyl-galaxy	https://github.com/phac-nml/snvphyl-galaxy/tree/development/tools/snvphyl-tools/filter_vcf	1.8.2	snvphyl-tools	1.8.2	(0/1)	(0/1)	(0/1)	(0/1)	True	False
find_repeats			findrepeat	Find repetitive regions on a reference genome using MUMMer								Up-to-date	https://snvphyl.readthedocs.io/en/latest/	Sequence Analysis	find_repeats	nml	https://github.com/phac-nml/snvphyl-galaxy	https://github.com/phac-nml/snvphyl-galaxy/tree/development/tools/snvphyl-tools/find_repeats	1.8.2	snvphyl-tools	1.8.2	(0/1)	(0/1)	(0/1)	(0/1)	True	False
snv_matrix			snvmatrix	Generate matrix of SNV distances								Up-to-date	https://snvphyl.readthedocs.io/en/latest/	Sequence Analysis	snv_matrix	nml	https://github.com/phac-nml/snvphyl-galaxy	https://github.com/phac-nml/snvphyl-galaxy/tree/development/tools/snvphyl-tools/snv_matrix	1.8.2	snvphyl-tools	1.8.2	(0/1)	(0/1)	(0/1)	(0/1)	True	False
vcf2snvalignment			vcf2snvalignment	Generates multiple alignment of variant calls								Up-to-date	https://snvphyl.readthedocs.io/en/latest/	Sequence Analysis	vcf2snvalignment	nml	https://github.com/phac-nml/snvphyl-galaxy	https://github.com/phac-nml/snvphyl-galaxy/tree/development/tools/snvphyl-tools/vcf2snvalignment	1.8.2	snvphyl-tools	1.8.2	(0/1)	(0/1)	(0/1)	(0/1)	True	False
verify_map			verify_map	Checks the mapping quality of all BAM(s)								Up-to-date	https://snvphyl.readthedocs.io/en/latest/	Sequence Analysis	verify_map	nml	https://github.com/phac-nml/snvphyl-galaxy	https://github.com/phac-nml/snvphyl-galaxy/tree/development/tools/snvphyl-tools/verify_map	1.8.2	snvphyl-tools	1.8.2	(0/1)	(0/1)	(0/1)	(0/1)	True	False
suite_snvphyl				SNVPhyl suite defining all dependencies for SNVPhyl								To update		Sequence Analysis	suite_snvphyl_1_2_3	nml	https://github.com/phac-nml/snvphyl-galaxy	https://github.com/phac-nml/snvphyl-galaxy/tree/development/tools/suite_snvphyl				(0/1)	(0/1)	(0/1)	(0/1)	True	False
blast2go	1232.0	101.0	blast2go	Maps BLAST results to GO annotation terms								To update	https://github.com/peterjc/galaxy_blast/tree/master/tools/blast2go	Ontology Manipulation, Sequence Analysis	blast2go	peterjc	https://github.com/peterjc/galaxy_blast/tree/master/tools/blast2go	https://github.com/peterjc/galaxy_blast/tree/master/tools/blast2go	0.0.11	b2g4pipe		(0/1)	(0/1)	(0/1)	(0/1)	True	True
blast_rbh	22499.0	121.0	blast_reciprocal_best_hits	BLAST Reciprocal Best Hits (RBH) from two FASTA files								To update	https://github.com/peterjc/galaxy_blast/tree/master/tools/blast_rbh	Fasta Manipulation, Sequence Analysis	blast_rbh	peterjc	https://github.com/peterjc/galaxy_blast/tree/master/tools/blast_rbh	https://github.com/peterjc/galaxy_blast/tree/master/tools/blast_rbh	0.3.0	biopython	1.70	(0/1)	(0/1)	(1/1)	(0/1)	True	True
blastxml_to_top_descr	264558.0	159.0	blastxml_to_top_descr	Make table of top BLAST match descriptions								To update	https://github.com/peterjc/galaxy_blast/tree/master/tools/blastxml_to_top_descr	Convert Formats, Sequence Analysis, Text Manipulation	blastxml_to_top_descr	peterjc	https://github.com/peterjc/galaxy_blast/tree/master/tools/blastxml_to_top_descr	https://github.com/peterjc/galaxy_blast/tree/master/tools/blastxml_to_top_descr	0.1.2	python		(0/1)	(0/1)	(1/1)	(0/1)	True	True
make_nr			make_nr	Make a FASTA file non-redundant								To update	https://github.com/peterjc/galaxy_blast/tree/master/tools/make_nr	Fasta Manipulation, Sequence Analysis	make_nr	peterjc	https://github.com/peterjc/galaxy_blast/tree/master/tools/make_nr	https://github.com/peterjc/galaxy_blast/tree/master/tools/make_nr	0.0.2	biopython	1.70	(0/1)	(0/1)	(0/1)	(0/1)	True	True
ncbi_blast_plus	365597.0	4066.0	blastxml_to_tabular, get_species_taxids, ncbi_blastdbcmd_info, ncbi_blastdbcmd_wrapper, ncbi_blastn_wrapper, ncbi_blastp_wrapper, ncbi_blastx_wrapper, ncbi_convert2blastmask_wrapper, ncbi_deltablast_wrapper, ncbi_dustmasker_wrapper, ncbi_makeblastdb, ncbi_makeprofiledb, ncbi_psiblast_wrapper, ncbi_rpsblast_wrapper, ncbi_rpstblastn_wrapper, ncbi_segmasker_wrapper, ncbi_tblastn_wrapper, ncbi_tblastx_wrapper	NCBI BLAST+								To update	https://blast.ncbi.nlm.nih.gov/	Sequence Analysis	ncbi_blast_plus	devteam	https://github.com/peterjc/galaxy_blast/tree/master/tools/ncbi_blast_plus	https://github.com/peterjc/galaxy_blast/tree/master/tools/ncbi_blast_plus	2.14.1	python		(16/18)	(16/18)	(16/18)	(16/18)	True	True
suite_qiime2__alignment			qiime2__alignment__mafft, qiime2__alignment__mafft_add, qiime2__alignment__mask									To update	https://github.com/qiime2/q2-alignment	Metagenomics, Sequence Analysis, Statistics		q2d2	https://github.com/qiime2/galaxy-tools/tree/main/tools/suite_qiime2__alignment	https://github.com/qiime2/galaxy-tools/tree/main/tools/suite_qiime2__alignment	2023.5.0+q2galaxy.2023.5.0.2			(3/3)	(3/3)	(3/3)	(3/3)	False	
suite_qiime2__composition			qiime2__composition__add_pseudocount, qiime2__composition__ancom, qiime2__composition__ancombc, qiime2__composition__da_barplot, qiime2__composition__tabulate									To update	https://github.com/qiime2/q2-composition	Metagenomics, Sequence Analysis, Statistics		q2d2	https://github.com/qiime2/galaxy-tools/tree/main/tools/suite_qiime2__composition	https://github.com/qiime2/galaxy-tools/tree/main/tools/suite_qiime2__composition	2023.5.0+q2galaxy.2023.5.0.2			(4/5)	(4/5)	(4/5)	(2/5)	False	
suite_qiime2__cutadapt			qiime2__cutadapt__demux_paired, qiime2__cutadapt__demux_single, qiime2__cutadapt__trim_paired, qiime2__cutadapt__trim_single									To update	https://github.com/qiime2/q2-cutadapt	Metagenomics, Sequence Analysis, Statistics		q2d2	https://github.com/qiime2/galaxy-tools/tree/main/tools/suite_qiime2__cutadapt	https://github.com/qiime2/galaxy-tools/tree/main/tools/suite_qiime2__cutadapt	2023.5.1+q2galaxy.2023.5.0.2			(4/4)	(4/4)	(4/4)	(4/4)	False	
suite_qiime2__dada2			qiime2__dada2__denoise_ccs, qiime2__dada2__denoise_paired, qiime2__dada2__denoise_pyro, qiime2__dada2__denoise_single									To update	http://benjjneb.github.io/dada2/	Metagenomics, Sequence Analysis, Statistics		q2d2	https://github.com/qiime2/galaxy-tools/tree/main/tools/suite_qiime2__dada2	https://github.com/qiime2/galaxy-tools/tree/main/tools/suite_qiime2__dada2	2023.5.0+q2galaxy.2023.5.0.2			(4/4)	(4/4)	(4/4)	(4/4)	False	
suite_qiime2__deblur			qiime2__deblur__denoise_16S, qiime2__deblur__denoise_other, qiime2__deblur__visualize_stats									To update	https://github.com/biocore/deblur	Metagenomics, Sequence Analysis, Statistics		q2d2	https://github.com/qiime2/galaxy-tools/tree/main/tools/suite_qiime2__deblur	https://github.com/qiime2/galaxy-tools/tree/main/tools/suite_qiime2__deblur	2023.5.0+q2galaxy.2023.5.0.2			(3/3)	(3/3)	(3/3)	(3/3)	False	
suite_qiime2__demux			qiime2__demux__emp_paired, qiime2__demux__emp_single, qiime2__demux__filter_samples, qiime2__demux__subsample_paired, qiime2__demux__subsample_single, qiime2__demux__summarize									To update	https://github.com/qiime2/q2-demux	Metagenomics, Sequence Analysis, Statistics		q2d2	https://github.com/qiime2/galaxy-tools/tree/main/tools/suite_qiime2__demux	https://github.com/qiime2/galaxy-tools/tree/main/tools/suite_qiime2__demux	2023.5.0+q2galaxy.2023.5.0.2			(6/6)	(6/6)	(6/6)	(6/6)	False	
suite_qiime2__diversity			qiime2__diversity__adonis, qiime2__diversity__alpha, qiime2__diversity__alpha_correlation, qiime2__diversity__alpha_group_significance, qiime2__diversity__alpha_phylogenetic, qiime2__diversity__alpha_rarefaction, qiime2__diversity__beta, qiime2__diversity__beta_correlation, qiime2__diversity__beta_group_significance, qiime2__diversity__beta_phylogenetic, qiime2__diversity__beta_rarefaction, qiime2__diversity__bioenv, qiime2__diversity__core_metrics, qiime2__diversity__core_metrics_phylogenetic, qiime2__diversity__filter_distance_matrix, qiime2__diversity__mantel, qiime2__diversity__pcoa, qiime2__diversity__pcoa_biplot, qiime2__diversity__procrustes_analysis, qiime2__diversity__tsne, qiime2__diversity__umap									To update	https://github.com/qiime2/q2-diversity	Metagenomics, Sequence Analysis, Statistics		q2d2	https://github.com/qiime2/galaxy-tools/tree/main/tools/suite_qiime2__diversity	https://github.com/qiime2/galaxy-tools/tree/main/tools/suite_qiime2__diversity	2023.5.1+q2galaxy.2023.5.0.2			(21/21)	(21/21)	(21/21)	(21/21)	False	
suite_qiime2__diversity_lib			qiime2__diversity_lib__alpha_passthrough, qiime2__diversity_lib__beta_passthrough, qiime2__diversity_lib__beta_phylogenetic_meta_passthrough, qiime2__diversity_lib__beta_phylogenetic_passthrough, qiime2__diversity_lib__bray_curtis, qiime2__diversity_lib__faith_pd, qiime2__diversity_lib__jaccard, qiime2__diversity_lib__observed_features, qiime2__diversity_lib__pielou_evenness, qiime2__diversity_lib__shannon_entropy, qiime2__diversity_lib__unweighted_unifrac, qiime2__diversity_lib__weighted_unifrac									To update	https://github.com/qiime2/q2-diversity-lib	Metagenomics, Sequence Analysis, Statistics		q2d2	https://github.com/qiime2/galaxy-tools/tree/main/tools/suite_qiime2__diversity_lib	https://github.com/qiime2/galaxy-tools/tree/main/tools/suite_qiime2__diversity_lib	2023.5.0+q2galaxy.2023.5.0.2			(12/12)	(12/12)	(12/12)	(12/12)	False	
suite_qiime2__emperor			qiime2__emperor__biplot, qiime2__emperor__plot, qiime2__emperor__procrustes_plot									To update	http://emperor.microbio.me	Metagenomics, Sequence Analysis, Statistics		q2d2	https://github.com/qiime2/galaxy-tools/tree/main/tools/suite_qiime2__emperor	https://github.com/qiime2/galaxy-tools/tree/main/tools/suite_qiime2__emperor	2023.5.0+q2galaxy.2023.5.0.2			(3/3)	(3/3)	(3/3)	(3/3)	False	
suite_qiime2__feature_classifier			qiime2__feature_classifier__blast, qiime2__feature_classifier__classify_consensus_blast, qiime2__feature_classifier__classify_consensus_vsearch, qiime2__feature_classifier__classify_hybrid_vsearch_sklearn, qiime2__feature_classifier__classify_sklearn, qiime2__feature_classifier__extract_reads, qiime2__feature_classifier__find_consensus_annotation, qiime2__feature_classifier__fit_classifier_naive_bayes, qiime2__feature_classifier__fit_classifier_sklearn, qiime2__feature_classifier__vsearch_global									To update	https://github.com/qiime2/q2-feature-classifier	Metagenomics, Sequence Analysis, Statistics		q2d2	https://github.com/qiime2/galaxy-tools/tree/main/tools/suite_qiime2__feature_classifier	https://github.com/qiime2/galaxy-tools/tree/main/tools/suite_qiime2__feature_classifier	2023.5.0+q2galaxy.2023.5.0.2			(10/10)	(10/10)	(10/10)	(10/10)	False	
suite_qiime2__feature_table			qiime2__feature_table__core_features, qiime2__feature_table__filter_features, qiime2__feature_table__filter_features_conditionally, qiime2__feature_table__filter_samples, qiime2__feature_table__filter_seqs, qiime2__feature_table__group, qiime2__feature_table__heatmap, qiime2__feature_table__merge, qiime2__feature_table__merge_seqs, qiime2__feature_table__merge_taxa, qiime2__feature_table__presence_absence, qiime2__feature_table__rarefy, qiime2__feature_table__relative_frequency, qiime2__feature_table__rename_ids, qiime2__feature_table__subsample, qiime2__feature_table__summarize, qiime2__feature_table__tabulate_seqs, qiime2__feature_table__transpose									To update	https://github.com/qiime2/q2-feature-table	Metagenomics, Sequence Analysis, Statistics		q2d2	https://github.com/qiime2/galaxy-tools/tree/main/tools/suite_qiime2__feature_table	https://github.com/qiime2/galaxy-tools/tree/main/tools/suite_qiime2__feature_table	2023.5.0+q2galaxy.2023.5.0.2			(18/18)	(18/18)	(18/18)	(18/18)	False	
suite_qiime2__fragment_insertion			qiime2__fragment_insertion__classify_otus_experimental, qiime2__fragment_insertion__filter_features, qiime2__fragment_insertion__sepp									To update	https://github.com/qiime2/q2-fragment-insertion	Metagenomics, Sequence Analysis, Statistics		q2d2	https://github.com/qiime2/galaxy-tools/tree/main/tools/suite_qiime2__fragment_insertion	https://github.com/qiime2/galaxy-tools/tree/main/tools/suite_qiime2__fragment_insertion	2023.5.0+q2galaxy.2023.5.0.2			(3/3)	(3/3)	(3/3)	(3/3)	False	
suite_qiime2__gneiss			qiime2__gneiss__assign_ids, qiime2__gneiss__correlation_clustering, qiime2__gneiss__dendrogram_heatmap, qiime2__gneiss__gradient_clustering, qiime2__gneiss__ilr_hierarchical, qiime2__gneiss__ilr_phylogenetic, qiime2__gneiss__ilr_phylogenetic_differential, qiime2__gneiss__ilr_phylogenetic_ordination									To update	https://biocore.github.io/gneiss/	Metagenomics, Sequence Analysis, Statistics		q2d2	https://github.com/qiime2/galaxy-tools/tree/main/tools/suite_qiime2__gneiss	https://github.com/qiime2/galaxy-tools/tree/main/tools/suite_qiime2__gneiss	2023.5.0+q2galaxy.2023.5.0.2			(8/8)	(8/8)	(8/8)	(8/8)	False	
suite_qiime2__longitudinal			qiime2__longitudinal__anova, qiime2__longitudinal__feature_volatility, qiime2__longitudinal__first_differences, qiime2__longitudinal__first_distances, qiime2__longitudinal__linear_mixed_effects, qiime2__longitudinal__maturity_index, qiime2__longitudinal__nmit, qiime2__longitudinal__pairwise_differences, qiime2__longitudinal__pairwise_distances, qiime2__longitudinal__plot_feature_volatility, qiime2__longitudinal__volatility									To update	https://github.com/qiime2/q2-longitudinal	Metagenomics, Sequence Analysis, Statistics		q2d2	https://github.com/qiime2/galaxy-tools/tree/main/tools/suite_qiime2__longitudinal	https://github.com/qiime2/galaxy-tools/tree/main/tools/suite_qiime2__longitudinal	2023.5.0+q2galaxy.2023.5.0.2			(11/11)	(11/11)	(11/11)	(11/11)	False	
suite_qiime2__metadata			qiime2__metadata__distance_matrix, qiime2__metadata__shuffle_groups, qiime2__metadata__tabulate									To update	https://github.com/qiime2/q2-metadata	Metagenomics, Sequence Analysis, Statistics		q2d2	https://github.com/qiime2/galaxy-tools/tree/main/tools/suite_qiime2__metadata	https://github.com/qiime2/galaxy-tools/tree/main/tools/suite_qiime2__metadata	2023.5.0+q2galaxy.2023.5.0.2			(3/3)	(3/3)	(3/3)	(3/3)	False	
suite_qiime2__phylogeny			qiime2__phylogeny__align_to_tree_mafft_fasttree, qiime2__phylogeny__align_to_tree_mafft_iqtree, qiime2__phylogeny__align_to_tree_mafft_raxml, qiime2__phylogeny__fasttree, qiime2__phylogeny__filter_table, qiime2__phylogeny__filter_tree, qiime2__phylogeny__iqtree, qiime2__phylogeny__iqtree_ultrafast_bootstrap, qiime2__phylogeny__midpoint_root, qiime2__phylogeny__raxml, qiime2__phylogeny__raxml_rapid_bootstrap, qiime2__phylogeny__robinson_foulds									To update	https://github.com/qiime2/q2-phylogeny	Metagenomics, Sequence Analysis, Statistics		q2d2	https://github.com/qiime2/galaxy-tools/tree/main/tools/suite_qiime2__phylogeny	https://github.com/qiime2/galaxy-tools/tree/main/tools/suite_qiime2__phylogeny	2023.5.0+q2galaxy.2023.5.0.2			(12/12)	(12/12)	(12/12)	(12/12)	False	
suite_qiime2__quality_control			qiime2__quality_control__bowtie2_build, qiime2__quality_control__decontam_identify, qiime2__quality_control__decontam_remove, qiime2__quality_control__decontam_score_viz, qiime2__quality_control__evaluate_composition, qiime2__quality_control__evaluate_seqs, qiime2__quality_control__evaluate_taxonomy, qiime2__quality_control__exclude_seqs, qiime2__quality_control__filter_reads									To update	https://github.com/qiime2/q2-quality-control	Metagenomics, Sequence Analysis, Statistics		q2d2	https://github.com/qiime2/galaxy-tools/tree/main/tools/suite_qiime2__quality_control	https://github.com/qiime2/galaxy-tools/tree/main/tools/suite_qiime2__quality_control	2023.5.0+q2galaxy.2023.5.0.2			(6/9)	(6/9)	(6/9)	(6/9)	False	
suite_qiime2__quality_filter			qiime2__quality_filter__q_score									To update	https://github.com/qiime2/q2-quality-filter	Metagenomics, Sequence Analysis, Statistics		q2d2	https://github.com/qiime2/galaxy-tools/tree/main/tools/suite_qiime2__quality_filter	https://github.com/qiime2/galaxy-tools/tree/main/tools/suite_qiime2__quality_filter	2023.5.0+q2galaxy.2023.5.0.2			(1/1)	(1/1)	(1/1)	(1/1)	False	
suite_qiime2__sample_classifier			qiime2__sample_classifier__classify_samples, qiime2__sample_classifier__classify_samples_from_dist, qiime2__sample_classifier__classify_samples_ncv, qiime2__sample_classifier__confusion_matrix, qiime2__sample_classifier__fit_classifier, qiime2__sample_classifier__fit_regressor, qiime2__sample_classifier__heatmap, qiime2__sample_classifier__metatable, qiime2__sample_classifier__predict_classification, qiime2__sample_classifier__predict_regression, qiime2__sample_classifier__regress_samples, qiime2__sample_classifier__regress_samples_ncv, qiime2__sample_classifier__scatterplot, qiime2__sample_classifier__split_table, qiime2__sample_classifier__summarize									To update	https://github.com/qiime2/q2-sample-classifier	Metagenomics, Sequence Analysis, Statistics		q2d2	https://github.com/qiime2/galaxy-tools/tree/main/tools/suite_qiime2__sample_classifier	https://github.com/qiime2/galaxy-tools/tree/main/tools/suite_qiime2__sample_classifier	2023.5.0+q2galaxy.2023.5.0.2			(15/15)	(15/15)	(15/15)	(15/15)	False	
suite_qiime2__taxa			qiime2__taxa__barplot, qiime2__taxa__collapse, qiime2__taxa__filter_seqs, qiime2__taxa__filter_table									To update	https://github.com/qiime2/q2-taxa	Metagenomics, Sequence Analysis, Statistics		q2d2	https://github.com/qiime2/galaxy-tools/tree/main/tools/suite_qiime2__taxa	https://github.com/qiime2/galaxy-tools/tree/main/tools/suite_qiime2__taxa	2023.5.0+q2galaxy.2023.5.0.2			(4/4)	(4/4)	(4/4)	(4/4)	False	
suite_qiime2__vsearch			qiime2__vsearch__cluster_features_closed_reference, qiime2__vsearch__cluster_features_de_novo, qiime2__vsearch__cluster_features_open_reference, qiime2__vsearch__dereplicate_sequences, qiime2__vsearch__fastq_stats, qiime2__vsearch__merge_pairs, qiime2__vsearch__uchime_denovo, qiime2__vsearch__uchime_ref									To update	https://github.com/qiime2/q2-vsearch	Metagenomics, Sequence Analysis, Statistics		q2d2	https://github.com/qiime2/galaxy-tools/tree/main/tools/suite_qiime2__vsearch	https://github.com/qiime2/galaxy-tools/tree/main/tools/suite_qiime2__vsearch	2023.5.0+q2galaxy.2023.5.0.2			(8/8)	(8/8)	(8/8)	(7/8)	False	
suite_qiime2_core__tools			qiime2_core__tools__export, qiime2_core__tools__import									To update	https://qiime2.org	Metagenomics, Sequence Analysis, Statistics		q2d2	https://github.com/qiime2/galaxy-tools/tree/main/tools/suite_qiime2_core__tools	https://github.com/qiime2/galaxy-tools/tree/main/tools/suite_qiime2_core__tools	2023.5.0+dist.h193f7cc9.2			(2/2)	(2/2)	(2/2)	(2/2)	False	
suite_qiime2_core												To update		Statistics, Metagenomics, Sequence Analysis		q2d2		https://github.com/qiime2/galaxy-tools/tree/main/tool_collections/suite_qiime2_core				(0/1)	(0/1)	(0/1)	(0/1)	False	
frogs			FROGS_affiliation_filters, FROGS_affiliation_postprocess, FROGS_affiliation_stats, FROGS_biom_to_stdBiom, FROGS_biom_to_tsv, FROGS_cluster_filters, FROGS_cluster_stats, FROGS_clustering, FROGS_demultiplex, FROGSSTAT_DESeq2_Preprocess, FROGSSTAT_DESeq2_Visualisation, FROGSFUNC_step2_functions, FROGSFUNC_step3_pathways, FROGSFUNC_step1_placeseqs, FROGS_itsx, FROGS_normalisation, FROGSSTAT_Phyloseq_Alpha_Diversity, FROGSSTAT_Phyloseq_Beta_Diversity, FROGSSTAT_Phyloseq_Sample_Clustering, FROGSSTAT_Phyloseq_Composition_Visualisation, FROGSSTAT_Phyloseq_Import_Data, FROGSSTAT_Phyloseq_Multivariate_Analysis_Of_Variance, FROGSSTAT_Phyloseq_Structure_Visualisation, FROGS_preprocess, FROGS_remove_chimera, FROGS_taxonomic_affiliation, FROGS_Tree, FROGS_tsv_to_biom	Suite for metabarcoding analysis								Up-to-date	http://frogs.toulouse.inrae.fr/	Metagenomics	frogs	frogs	https://github.com/geraldinepascal/FROGS-wrappers/	https://github.com/geraldinepascal/FROGS-wrappers/tree/master/tools/frogs	4.1.0	frogs	4.1.0	(0/28)	(0/28)	(0/28)	(28/28)	False	
